?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03307712>	"green bean (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03304498>	"coffee-flavored syrup"@en
<http://purl.obolibrary.org/obo/FOODON_03307663>	"tapioca"@en
<http://purl.obolibrary.org/obo/FOODON_03308428>	"atlantic menhaden (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03400987>	"50100000 - fruits/vegetables/nuts/seeds (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03311372>	"spinach chopped frozen"@en
<http://purl.obolibrary.org/obo/NCBITaxon_30759>	"Moridae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310900>	"crabmeat (pasteurized, cooked)"@en
<http://purl.obolibrary.org/obo/FOODON_03304558>	"brewers' grain flavor natural"@en
<http://purl.obolibrary.org/obo/FOODON_03311492>	"vendace (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03309191>	"requiem shark (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_84621>	"Ammodytes tobianus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310830>	"sorghum beer (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03309138>	"paddlefish (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03414522>	"swiftlet as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306258>	"beverage base"@en
<http://purl.obolibrary.org/obo/FOODON_03414241>	"white sapote plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302227>	"beverage base (lime)"@en
<http://purl.obolibrary.org/obo/FOODON_03311576>	"soup (bean)"@en
<http://purl.obolibrary.org/obo/FOODON_00001830>	"eggplant vegetable food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_13323>	"Acanthocybium solandri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316576>	"jelly, zella"@en
<http://purl.obolibrary.org/obo/NCBITaxon_23211>	"Pyrus communis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308455>	"lobster (chilean plated, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03302857>	"daquiri cake"@en
<http://purl.obolibrary.org/obo/FOODON_03412230>	"horse crab family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311070>	"orange juice concentrate (frozen, high pulp)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_264213>	"Lutjanus sanguineus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_42891>	"Engraulis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315281>	"gelatin product"@en
<http://purl.obolibrary.org/obo/FOODON_03309605>	"vegetable au gratin"@en
<http://purl.obolibrary.org/obo/FOODON_03413640>	"smooth venus as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_5192>	"Morchellaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302463>	"wheat (whole grain)"@en
<http://purl.obolibrary.org/obo/FOODON_03304529>	"cake roll"@en
<http://purl.obolibrary.org/obo/FOODON_03309249>	"tapenade provencale"@en
<http://purl.obolibrary.org/obo/FOODON_03301436>	"almond dragee (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_75085>	"Rubus phoenicolasius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03316028>	"cheese unripened"@en
<http://purl.obolibrary.org/obo/FOODON_03420286>	"skeletal meat part, with bone, without skin, without separable fat"@en
<http://purl.obolibrary.org/obo/FOODON_03311280>	"lettuce shredded"@en
<http://purl.obolibrary.org/obo/FOODON_03301410>	"grain byproduct"@en
<http://purl.obolibrary.org/obo/FOODON_03305805>	"cornstarch (artificially flavored and colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03307961>	"clam strip (breaded, fried)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_96888>	"Sardinella longiceps"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00002845>	"China"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03401099>	"10000240 - pasta/noodles - ready to eat (perishable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03307700>	"coleslaw dressing"@en
<http://purl.obolibrary.org/obo/FOODON_03309840>	"ginger root (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03315037>	"fruit flavored drinks and ades, noncarbonated, refrigerated, single-strength"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8160>	"Seriola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03450015>	"boiling and then draining"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0348>	"Belarusian"@en
<http://purl.obolibrary.org/obo/FOODON_03401315>	"multi-vitamin and multi-mineral supplement"@en
<http://purl.obolibrary.org/obo/FOODON_03307859>	"iced tea mix (grape-flavored, sugar added)"@en
<http://purl.obolibrary.org/obo/FOODON_03304449>	"chicken cacciatore"@en
<http://purl.obolibrary.org/obo/FOODON_03413035>	"calcium dihydrogen diphosphate as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03302106>	"beer (draft)"@en
<http://purl.obolibrary.org/obo/FOODON_03460364>	"dried or candied fruit added"@en
<http://purl.obolibrary.org/obo/FOODON_03308027>	"grouper (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412157>	"chinaberry plant"@en
<http://purl.obolibrary.org/obo/FOODON_03411538>	"shallot plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03430115>	"divided into pieces, thickness 0.3-1.5 cm."@en
<http://purl.obolibrary.org/obo/NCBITaxon_170194>	"Argentinidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301678>	"tomato juice (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03316954>	"macaroni product (whole wheat)"@en
<http://purl.obolibrary.org/obo/CHEBI_65212>	"polysaccharide derivative"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413449>	"catadromous fish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03303933>	"potato chip (shoestring)"@en
<http://purl.obolibrary.org/obo/FOODON_03308168>	"lobster (spanish, raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03400765>	"069  miscellaneous derived edible products of plant origin (dm) (ccpr)"@en
<http://purl.obolibrary.org/obo/FOODON_03510234>	"traditional food claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03301259>	"cloudberry (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_00001762>	"cookie food product"@en
<http://purl.obolibrary.org/obo/FOODON_03316474>	"grain seed glazed"@en
<http://purl.obolibrary.org/obo/FOODON_03311145>	"corn (roasted)"@en
<http://purl.obolibrary.org/obo/FOODON_03311162>	"chocolate milk raw"@en
<http://purl.obolibrary.org/obo/FOODON_03414119>	"angel shark as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412952>	"lovage plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412621>	"balm, lemon (plant) as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_51084>	"inorganic nitrate salt"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302797>	"marshmallow syrup (artificially colored and flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_03301292>	"pear puree"@en
<http://purl.obolibrary.org/obo/FOODON_03305265>	"cream dressing"@en
<http://purl.obolibrary.org/obo/CHEBI_17154>	"nicotinamide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03315959>	"egg-based dessert energy reduced"@en
<http://purl.obolibrary.org/obo/FOODON_03413346>	"paradise apple plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03304960>	"asparagus soup (food product)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_722570>	"Trinectes inscriptus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411220>	"insect as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03308515>	"game meat stock"@en
<http://purl.obolibrary.org/obo/NCBITaxon_119720>	"Lethrinus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530027>	"sirloin"@en
<http://purl.obolibrary.org/obo/FOODON_03310959>	"roast beef (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03414034>	"royal threadfin as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305353>	"chicken soup concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_03400813>	"cereal or cereal-like milling products and derivatives (eurofir)"@en
<http://purl.obolibrary.org/obo/FOODON_03311225>	"swordfish (freeze-dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03307183>	"honey and apple cider vinegar mixture"@en
<http://purl.obolibrary.org/obo/FOODON_03306843>	"papaya concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_00001050>	"tempehc food product"@en
<http://purl.obolibrary.org/obo/FOODON_03412488>	"silverfish as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_43861>	"Spondias dulcis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001780>	"cow milk product based dressing"@en
<http://purl.obolibrary.org/obo/FOODON_03414487>	"spotted seal as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400724>	"01  milk and milk products (eurocode2)"@en
<http://purl.obolibrary.org/obo/FOODON_03310321>	"mushroom soup (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03301627>	"turtle meat (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03305190>	"ginseng extract with added ginseng root"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3655>	"Cucumis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411876>	"pacific halibut as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002146>	"plant product dressing category"@en
<http://purl.obolibrary.org/obo/FOODON_03316114>	"beverage (flavored, water-based, nonalcoholic)"@en
<http://purl.obolibrary.org/obo/FOODON_03311821>	"salmon (ground, cooked)"@en
<http://purl.obolibrary.org/obo/FOODON_00001572>	"corn stubble"@en
<http://purl.obolibrary.org/obo/FOODON_03414541>	"horn of plenty as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03306824>	"doughnut (butter batter)"@en
<http://purl.obolibrary.org/obo/FOODON_03413223>	"powdered cellulose as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_24978>	"ketose"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490327>	"regenerated cellulose film, coated"@en
<http://purl.obolibrary.org/obo/NCBITaxon_202588>	"Labrus viridis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490389>	"phenonile resin container"@en
<http://purl.obolibrary.org/obo/FOODON_00001198>	"dry broad beans food product"@en
<http://purl.obolibrary.org/obo/FOODON_03460270>	"food distillation process"@en
<http://purl.obolibrary.org/obo/FOODON_03413719>	"waterchestnut plant as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_46686>	"azaalkane"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307689>	"french butter sauce"@en
<http://purl.obolibrary.org/obo/FOODON_03305122>	"chocolate candy (hollow)"@en
<http://purl.obolibrary.org/obo/FOODON_03411082>	"field cress plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_3654>	"Citrullus lanatus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307017>	"peach (cherry-flavored, canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03301954>	"candied apple base"@en
<http://purl.obolibrary.org/obo/FOODON_03308581>	"kegani crab (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412178>	"horse-eye jack as food source"@en
<http://purl.obolibrary.org/obo/GAZ_00005852>	"Metropolitan Denmark"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_50906>	"role"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03303412>	"dinner (frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_00002063>	"octopus food product"@en
<http://purl.obolibrary.org/obo/CHEBI_27300>	"vitamin D"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/ENVO_01000918>	"open animal house"@en
<http://purl.obolibrary.org/obo/FOODON_03490173>	"paper wrapper"@en
<http://purl.obolibrary.org/obo/FOODON_03411866>	"arrowtooth flounder as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315087>	"topping (whipped, vegetable oil)"@en
<http://purl.obolibrary.org/obo/FOODON_03400364>	"alkali (codex)"@en
<http://purl.obolibrary.org/obo/FOODON_03305887>	"imitation mint-flavored jelly artificially colored"@en
<http://purl.obolibrary.org/obo/FOODON_03400339>	"gelling agent (ec)"@en
<http://purl.obolibrary.org/obo/FOODON_03310736>	"black bean dried"@en
<http://purl.obolibrary.org/obo/FOODON_03310034>	"fish curry"@en
<http://purl.obolibrary.org/obo/FOODON_03413351>	"garfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03490202>	"container or wrapping by material"@en
<http://purl.obolibrary.org/obo/GAZ_00002952>	"Hungary"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490310>	"varnished tin-plate container"@en
<http://purl.obolibrary.org/obo/FOODON_03306353>	"breakfast beverage (dry, instant)"@en
<http://purl.obolibrary.org/obo/FOODON_03510118>	"naturally caffeine free claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03305523>	"game meat (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03315768>	"cereal product (infant)"@en
<http://purl.obolibrary.org/obo/FOODON_03315725>	"pan coating, lecithin-based, edible"@en
<http://purl.obolibrary.org/obo/FOODON_00002390>	"shiro an"@en
<http://purl.obolibrary.org/obo/FOODON_03303040>	"coating mix (seasoned)"@en
<http://purl.obolibrary.org/obo/FOODON_03305556>	"alfalfa seed"@en
<http://purl.obolibrary.org/obo/NCBITaxon_334909>	"Atractoscion aequidens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03460239>	"food rolling process"@en
<http://purl.obolibrary.org/obo/CHEBI_48408>	"ethyl vanillin"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301754>	"wild rice (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03315354>	"potato (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03304800>	"imitation eggnog"@en
<http://purl.obolibrary.org/obo/FOODON_03310917>	"black peppercorn"@en
<http://purl.obolibrary.org/obo/FOODON_03302621>	"farina"@en
<http://purl.obolibrary.org/obo/NCBITaxon_670798>	"Benthophilinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302240>	"beverage (carbonated, artificially flavored, artificially colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03305384>	"chicken cacciatore (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03412695>	"hare as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311832>	"poultry (minced, cooked)"@en
<http://purl.obolibrary.org/obo/FOODON_03316521>	"fruit half food product"@en
<http://purl.obolibrary.org/obo/FOODON_03400822>	"savoury cereal dish (eurofir)"@en
<http://purl.obolibrary.org/obo/FOODON_03315125>	"pecan pie filling"@en
<http://purl.obolibrary.org/obo/NCBITaxon_7829>	"Scyliorhinus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03302149>	"bouillabaisse"@en
<http://purl.obolibrary.org/obo/FOODON_03302545>	"imitation maple- and butter-flavored table syrup"@en
<http://purl.obolibrary.org/obo/CHEBI_35962>	"sorbic acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311214>	"cashew nut (dry, roasted)"@en
<http://purl.obolibrary.org/obo/FOODON_03316653>	"meat tinned sterilized pickled"@en
<http://purl.obolibrary.org/obo/FOODON_03400911>	"10000311 - stimulants/energy drinks - not ready to drink (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03411875>	"kamchatka flounder as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03310377>	"guar meal (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03315723>	"sugar wafer"@en
<http://purl.obolibrary.org/obo/FOODON_03317174>	"drink, sweetened"@en
<http://purl.obolibrary.org/obo/FOODON_03315252>	"cod liver oil emulsion (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03510121>	"not pasteurized claim or use"@en
<http://purl.obolibrary.org/obo/FOODON_03304681>	"sauerkraut (bulk-style)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_345395>	"Macrocallista maculata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400978>	"10000045 - chocolate/chocolate substitutes confectionery (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03310967>	"cheese (made from buffalo milk)"@en
<http://purl.obolibrary.org/obo/FOODON_03302847>	"cherry fruit filling (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03306649>	"vegetable soup mix (dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03301750>	"forage (animal feed)"@en
<http://purl.obolibrary.org/obo/UBERON_0007366>	"ruminant stomach"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310838>	"pork liver sausage"@en
<http://purl.obolibrary.org/obo/FOODON_03305079>	"pineapple (immature, sliced, in brine)"@en
<http://purl.obolibrary.org/obo/FOODON_03304250>	"oxtail soup mix"@en
<http://purl.obolibrary.org/obo/CHEBI_26392>	"purine nucleoside monophosphate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_30352>	"Ranoidea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03414528>	"marrowfat pea plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311543>	"legume (dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03414260>	"thimbleberry plant"@en
<http://purl.obolibrary.org/obo/FOODON_03460754>	"barley malt added"@en
<http://purl.obolibrary.org/obo/FOODON_03301400>	"pickled relish (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03301443>	"lima bean (fresh, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03306668>	"imitation salad dressing"@en
<http://purl.obolibrary.org/obo/FOODON_03400366>	"antibrowning agent (codex)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9726>	"Delphinidae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530125>	"flanchet"@en
<http://purl.obolibrary.org/obo/NCBITaxon_112863>	"Lycium barbarum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_61995>	"lecithin"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_91835>	"fabids"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03307732>	"potato (shoestring)"@en
<http://purl.obolibrary.org/obo/FOODON_03315813>	"breakfast, instant"@en
<http://purl.obolibrary.org/obo/NCBITaxon_24966>	"Rubiaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304128>	"beverly cream candy"@en
